date (yyyy-MM-dd HH:mm:ss),windAlg.Spd_2m_kt,windAlg.Dir_2m,windAlg.GustAv_10m_kt,windAlg.SpdX_2m_kt,ALgt_1m_cd/m2,windAlg.Spd_10m_kt,windAlg.Dir_10m,windAlg.DirCCw_10m,windAlg.DirCw_10m,windAlg.Peak_10m_kt,zenoAlg.AT_5m_C,zenoAlg.DP_5m_C,zenoAlg.RH_5m,baroAlg.QNH_1m_mb,baroAlg.QFE_1m_mb,baroAlg.BPLow_1m_mb,visiAlg.F_Vis_1m_m,visiAlg.F_Vis_10m_m,visiAlg.VisMn_10m_m,visiAlg.VisMx_10m_m,runway,touchdown.message,rollout.message,touchdown.edge,touchdown.center,ceilAlg.Base_30s_ft,ceilAlg.layer1_report,ceilAlg.layer2_report,ceilAlg.layer3_report,ceilAlg.layer4_report,visiAlg.PW_METAR,zenoAlg.AT_5m_C,zenoAlg.RH_5m,baroAlg.BPLow_1m_Mb,windAlg.Dir_2m,windAlg.Spd_2m_kt,ALgt_1m_cd/m2
2023-01-19 00:00:15,4.2,234,,3.0,,5.3,240,225.0,255.0,8.8,24.8,23.6,93.0,1010.5,1010.1,1009.9,,,,,,,,,,,,,,,,24.8,93.0,,234,4.2,
2023-01-19 00:01:15,4.2,235,,3.0,,5.3,241,225.0,255.0,8.8,24.8,23.6,93.0,1010.5,1010.1,1009.9,,,,,,,,,,,,,,,,24.8,93.0,,235,4.2,
2023-01-19 00:02:15,4.4,243,,2.6,,5.1,241,225.0,263.0,7.5,24.8,23.6,92.9,1010.5,1010.1,1009.9,,,,,,,,,,,,,,,,24.8,92.9,,243,4.4,
2023-01-19 00:03:15,4.8,248,,2.5,,5.0,242,225.0,263.0,6.8,24.8,23.6,92.7,1010.5,1010.1,1009.9,,,,,,,,,,,,,,,,24.8,92.7,,248,4.8,
2023-01-19 00:04:15,4.6,253,,2.1,,4.8,243,225.0,280.0,6.8,24.9,23.6,92.5,1010.5,1010.1,1009.9,,,,,,,,,,,,,,,,24.9,92.5,,253,4.6,
2023-01-19 00:05:15,4.0,260,,1.4,,4.6,245,225.0,280.0,6.6,24.9,23.5,92.3,1010.5,1010.1,1009.9,,,,,,,,,,,,,,,,24.9,92.3,,260,4.0,
2023-01-19 00:06:15,4.0,272,,0.6,,4.6,248,225.0,285.0,6.6,24.9,23.5,92.1,1010.5,1010.1,1009.9,,,,,,,,,,,,,,,,24.9,92.1,,272,4.0,
2023-01-19 00:07:15,5.2,278,,0.2,,4.6,252,225.0,290.0,7.1,24.9,23.6,92.2,1010.5,1010.1,1009.9,,,,,,,,,,,,,,,,24.9,92.2,,278,5.2,
2023-01-19 00:08:15,5.5,277,,0.3,,4.5,255,225.0,290.0,7.1,25.0,23.6,92.4,1010.5,1010.1,1009.9,,,,,,,,,,,,,,,,25.0,92.4,,277,5.5,
2023-01-19 00:09:15,5.2,283,,0.3,,4.7,261,225.0,295.0,7.1,25.0,23.7,92.6,1010.5,1010.0,1009.9,,,,,,,,,,,,,,,,25.0,92.6,,283,5.2,
2023-01-19 00:10:15,5.0,286,,0.5,,4.7,266,230.0,295.0,7.1,25.0,23.8,92.8,1010.5,1010.0,1009.9,,,,,,,,,,,,,,,,25.0,92.8,,286,5.0,
2023-01-19 00:11:15,4.6,282,,0.2,,4.7,270,239.0,295.0,7.1,25.0,23.8,93.0,1010.5,1010.0,1009.9,,,,,,,,,,,,,,,,25.0,93.0,,282,4.6,
2023-01-19 00:12:15,4.3,282,,0.2,,4.7,274,241.0,295.0,7.1,25.0,23.8,93.0,1010.5,1010.0,1009.9,,,,,,,,,,,,,,,,25.0,93.0,,282,4.3,
2023-01-19 00:13:15,4.2,279,,0.1,,4.6,276,241.0,295.0,7.1,25.1,23.9,93.0,1010.5,1010.0,1009.9,,,,,,,,,,,,,,,,25.1,93.0,,279,4.2,
2023-01-19 00:14:15,4.8,278,,0.2,,4.7,279,258.0,295.0,7.1,25.1,23.9,93.0,1010.5,1010.0,1009.9,,,,,,,,,,,,,,,,25.1,93.0,,278,4.8,
2023-01-19 00:15:15,5.2,282,,0.2,,4.9,281,260.0,297.0,7.1,25.1,23.9,93.0,1010.5,1010.0,1009.9,,,,,,,,,,,,,,,,25.1,93.0,,282,5.2,
