date (yyyy-MM-dd HH:mm:ss),windAlg.Spd_2m_kt,windAlg.Dir_2m,windAlg.GustAv_10m_kt,windAlg.SpdX_2m_kt,ALgt_1m_cd/m2,windAlg.Spd_10m_kt,windAlg.Dir_10m,windAlg.DirCCw_10m,windAlg.DirCw_10m,windAlg.Peak_10m_kt,zenoAlg.AT_5m_C,zenoAlg.DP_5m_C,zenoAlg.RH_5m,baroAlg.QNH_1m_mb,baroAlg.QFE_1m_mb,baroAlg.BPLow_1m_mb,visiAlg.F_Vis_1m_m,visiAlg.F_Vis_10m_m,visiAlg.VisMn_10m_m,visiAlg.VisMx_10m_m,runway,touchdown.message,rollout.message,touchdown.edge,touchdown.center,ceilAlg.Base_30s_ft,ceilAlg.layer1_report,ceilAlg.layer2_report,ceilAlg.layer3_report,ceilAlg.layer4_report,visiAlg.PW_METAR,zenoAlg.AT_5m_C,zenoAlg.RH_5m,baroAlg.BPLow_1m_Mb,windAlg.Dir_2m,windAlg.Spd_2m_kt,ALgt_1m_cd/m2
2022-12-01 00:00:15,2.2,223,,1.8,,2.6,218,187.0,250.0,4.2,26.6,24.8,89.7,1008.1,1007.9,1007.8,,,,,,,,,,,,,,,,26.6,89.7,,223,2.2,
2022-12-01 00:01:15,1.7,214,,1.6,,2.6,218,187.0,250.0,4.2,26.6,24.9,89.6,1008.1,1007.9,1007.8,,,,,,,,,,,,,,,,26.6,89.6,,214,1.7,
2022-12-01 00:02:15,1.6,229,,1.2,,2.5,221,187.0,253.0,4.2,26.7,24.9,89.5,1008.1,1008.0,1007.8,,,,,,,,,,,,,,,,26.7,89.5,,229,1.6,
2022-12-01 00:03:15,1.7,236,,1.2,,2.3,222,187.0,253.0,3.9,26.8,24.9,89.2,1008.1,1007.9,1007.8,,,,,,,,,,,,,,,,26.8,89.2,,236,1.7,
2022-12-01 00:04:15,1.6,239,,1.0,,2.1,225,187.0,273.0,3.7,26.8,24.9,88.8,1008.1,1007.9,1007.8,,,,,,,,,,,,,,,,26.8,88.8,,239,1.6,
2022-12-01 00:05:15,1.5,263,,0.4,,2.0,230,187.0,297.0,3.7,26.8,24.8,88.3,1008.1,1007.9,1007.8,,,,,,,,,,,,,,,,26.8,88.3,,263,1.5,
2022-12-01 00:06:15,1.7,268,,0.4,,1.9,234,187.0,299.0,3.1,26.9,24.8,87.9,1008.1,1007.9,1007.8,,,,,,,,,,,,,,,,26.9,87.9,,268,1.7,
2022-12-01 00:07:15,1.7,262,,0.5,,1.8,238,187.0,299.0,2.9,26.9,24.7,87.6,1008.1,1007.9,1007.8,,,,,,,,,,,,,,,,26.9,87.6,,262,1.7,
2022-12-01 00:08:15,1.8,265,,0.5,,1.8,245,187.0,299.0,2.9,27.0,24.8,87.4,1008.1,1007.9,1007.8,,,,,,,,,,,,,,,,27.0,87.4,,265,1.8,
2022-12-01 00:09:15,2.2,273,,0.3,,1.8,250,187.0,299.0,3.9,27.1,24.8,87.1,1008.1,1007.9,1007.8,,,,,,,,,,,,,,,,27.1,87.1,,273,2.2,
