date (yyyy-MM-dd HH:mm:ss),windAlg.Spd_2m_kt,windAlg.Dir_2m,windAlg.GustAv_10m_kt,windAlg.SpdX_2m_kt,ALgt_1m_cd/m2,windAlg.Spd_10m_kt,windAlg.Dir_10m,windAlg.DirCCw_10m,windAlg.DirCw_10m,windAlg.Peak_10m_kt,zenoAlg.AT_5m_C,zenoAlg.DP_5m_C,zenoAlg.RH_5m,baroAlg.QNH_1m_mb,baroAlg.QFE_1m_mb,baroAlg.BPLow_1m_mb,visiAlg.F_Vis_1m_m,visiAlg.F_Vis_10m_m,visiAlg.VisMn_10m_m,visiAlg.VisMx_10m_m,runway,touchdown.message,rollout.message,touchdown.edge,touchdown.center,ceilAlg.Base_30s_ft,ceilAlg.layer1_report,ceilAlg.layer2_report,ceilAlg.layer3_report,ceilAlg.layer4_report,visiAlg.PW_METAR,zenoAlg.AT_5m_C,zenoAlg.RH_5m,baroAlg.BPLow_1m_Mb,windAlg.Dir_2m,windAlg.Spd_2m_kt,ALgt_1m_cd/m2
2023-01-23 00:00:15,3.8,252,,1.8,4595,3.5,250,228.0,269.0,4.8,26.9,26.6,98.0,1007.1,1006.7,1006.6,8110,7000,6980,8110,,P2000,P2000,0,0,0,NCD,,,,BR,26.9,98.0,,252,3.8,4595
2023-01-23 00:01:15,3.9,249,,2.0,4645,3.5,250,234.0,269.0,4.9,26.9,26.5,97.6,1007.1,1006.8,1006.6,8110,7000,6980,8110,,P2000,P2000,0,0,0,NCD,,,,BR,26.9,97.6,,249,3.9,4645
2023-01-23 00:02:15,4.2,245,,2.4,4729,3.6,250,234.0,269.0,5.0,26.9,26.5,97.3,1007.1,1006.8,1006.6,3450,6000,3450,8110,,P2000,P2000,0,0,0,NCD,,,,BR,26.9,97.3,,245,4.2,4729
2023-01-23 00:03:15,3.7,248,,2.0,4768,3.5,251,238.0,276.0,5.0,26.9,26.5,97.1,1007.1,1006.8,1006.6,7690,6000,3450,8110,,P2000,P2000,0,0,0,NCD,,,,BR,26.9,97.1,,248,3.7,4768
2023-01-23 00:04:15,3.0,258,,1.1,4789,3.6,252,238.0,276.0,5.0,27.0,26.5,97.0,1007.1,1006.8,1006.7,7140,6000,3450,8110,,P2000,P2000,0,0,0,NCD,,,,BR,27.0,97.0,,258,3.0,4789
2023-01-23 00:05:15,3.3,253,,1.5,4797,3.6,252,234.0,276.0,5.0,27.0,26.6,97.2,1007.1,1006.8,1006.7,6670,6000,3450,8110,,P2000,P2000,0,0,0,NCD,,,,BR,27.0,97.2,,253,3.3,4797
2023-01-23 00:06:15,3.3,255,,1.4,4812,3.6,253,234.0,276.0,5.0,27.1,26.6,97.4,1007.1,1006.8,1006.7,6670,6000,3450,8110,,P2000,P2000,0,0,0,NCD,,,,BR,27.1,97.4,,255,3.3,4812
2023-01-23 00:07:15,3.4,255,,1.4,4848,3.6,252,234.0,276.0,5.0,27.1,26.7,97.6,1007.1,1006.8,1006.7,6820,6000,3450,8110,,P2000,P2000,0,0,0,NCD,,,,BR,27.1,97.6,,255,3.4,4848
2023-01-23 00:08:15,3.6,251,,1.7,4925,3.6,252,234.0,276.0,5.0,27.1,26.7,97.6,1007.1,1006.9,1006.7,7140,6000,3450,8110,,P2000,P2000,0,0,0,NCD,,,,BR,27.1,97.6,,251,3.6,4925
2023-01-23 00:09:15,3.7,253,,1.7,5008,3.6,252,234.0,276.0,5.8,27.1,26.7,97.6,1007.1,1006.9,1006.7,6980,6000,3450,8110,,P2000,P2000,0,0,0,NCD,,,,BR,27.1,97.6,,253,3.7,5008
2023-01-23 00:10:15,3.6,248,,1.9,5085,3.5,251,234.0,276.0,5.8,27.1,26.7,97.3,1007.1,1006.9,1006.7,7500,6000,3450,8110,,P2000,P2000,0,0,0,NCD,,,,BR,27.1,97.3,,248,3.6,5085
2023-01-23 00:11:15,2.8,252,,1.3,5152,3.4,252,234.0,276.0,5.8,27.2,26.7,97.1,1007.1,1006.9,1006.7,7320,6000,3450,7690,,P2000,P2000,0,0,0,NCD,,,,BR,27.2,97.1,,252,2.8,5152
2023-01-23 00:12:15,2.8,252,,1.3,5210,3.3,253,234.0,276.0,5.8,27.2,26.7,97.1,1007.1,1006.9,1006.8,6820,7000,6670,7690,,P2000,P2000,0,0,0,NCD,,,,BR,27.2,97.1,,252,2.8,5210
2023-01-23 00:13:15,3.4,241,,2.1,5275,3.3,251,221.0,271.0,5.8,27.3,26.8,97.3,1007.5,1007.0,1006.8,6380,6000,6380,7500,,P2000,P2000,0,0,0,NCD,,,,BR,27.3,97.3,,241,3.4,5275
2023-01-23 00:14:15,3.8,236,,2.6,5325,3.4,248,221.0,271.0,5.8,27.4,26.9,97.2,1007.5,1007.0,1006.8,7320,6000,6380,7500,,P2000,P2000,0,0,0,NCD,,,,BR,27.4,97.2,,236,3.8,5325
2023-01-23 00:15:15,4.1,234,,2.9,5309,3.5,247,221.0,271.0,5.8,27.4,26.9,97.0,1007.5,1007.0,1006.9,10000,7000,6380,10000,,P2000,P2000,0,0,0,NCD,,,,BR,27.4,97.0,,234,4.1,5309
2023-01-23 00:16:15,4.1,234,,2.9,5282,3.6,244,221.0,269.0,5.8,27.5,26.9,96.6,1007.5,1007.0,1006.9,10340,7000,6380,10340,,P2000,P2000,0,0,0,NCD,,,,BR,27.5,96.6,,234,4.1,5282
2023-01-23 00:17:15,3.9,234,,2.8,5277,3.6,243,221.0,269.0,5.8,27.5,26.8,95.8,1007.5,1007.1,1006.9,9090,7000,6380,10340,,P2000,P2000,0,0,0,NCD,,,,BR,27.5,95.8,,234,3.9,5277
2023-01-23 00:18:15,3.4,236,,2.4,5284,3.5,241,221.0,269.0,5.8,27.5,26.6,95.0,1007.5,1007.1,1006.9,9380,7000,6380,10340,,P2000,P2000,0,0,0,NCD,,,,BR,27.5,95.0,,236,3.4,5284
2023-01-23 00:19:15,3.2,234,,2.3,5309,3.5,239,221.0,269.0,5.2,27.5,26.5,94.5,1007.5,1007.1,1007.0,8820,8000,6380,10340,,P2000,P2000,0,0,0,NCD,,,,BR,27.5,94.5,,234,3.2,5309
2023-01-23 00:20:15,3.5,234,,2.5,5349,3.5,238,221.0,269.0,5.2,27.5,26.5,94.1,1007.5,1007.1,1007.0,9090,8000,6380,10340,,P2000,P2000,0,0,0,NCD,,,,BR,27.5,94.1,,234,3.5,5349
2023-01-23 00:21:15,3.3,239,,2.2,5389,3.6,237,221.0,269.0,5.2,27.5,26.4,93.8,1007.5,1007.2,1007.0,10340,8000,6380,10340,,P2000,P2000,0,0,0,NCD,,,,BR,27.5,93.8,,239,3.3,5389
2023-01-23 00:22:15,3.0,251,,1.5,5437,3.6,238,221.0,273.0,5.2,27.5,26.5,93.9,1007.5,1007.2,1007.0,10340,8000,6380,10340,,P2000,P2000,0,0,0,NCD,,,,BR,27.5,93.9,,251,3.0,5437
2023-01-23 00:23:15,3.2,264,,0.9,5487,3.6,241,222.0,279.0,5.2,27.5,26.5,94.0,1007.5,1007.2,1007.0,10000,9000,7320,10340,,P2000,P2000,0,0,0,NCD,,,,BR,27.5,94.0,,264,3.2,5487
2023-01-23 00:24:15,3.6,267,,0.8,5518,3.5,244,222.0,279.0,5.2,27.6,26.5,93.7,1007.5,1007.2,1007.0,10000,9000,8820,10340,,P2000,P2000,0,0,0,NCD,,,,BR,27.6,93.7,,267,3.6,5518
