date (yyyy-MM-dd HH:mm:ss),windAlg.Spd_2m_kt,windAlg.Dir_2m,windAlg.GustAv_10m_kt,windAlg.SpdX_2m_kt,ALgt_1m_cd/m2,windAlg.Spd_10m_kt,windAlg.Dir_10m,windAlg.DirCCw_10m,windAlg.DirCw_10m,windAlg.Peak_10m_kt,zenoAlg.AT_5m_C,zenoAlg.DP_5m_C,zenoAlg.RH_5m,baroAlg.QNH_1m_mb,baroAlg.QFE_1m_mb,baroAlg.BPLow_1m_mb,visiAlg.F_Vis_1m_m,visiAlg.F_Vis_10m_m,visiAlg.VisMn_10m_m,visiAlg.VisMx_10m_m,runway,touchdown.message,rollout.message,touchdown.edge,touchdown.center,ceilAlg.Base_30s_ft,ceilAlg.layer1_report,ceilAlg.layer2_report,ceilAlg.layer3_report,ceilAlg.layer4_report,visiAlg.PW_METAR,zenoAlg.AT_5m_C,zenoAlg.RH_5m,baroAlg.BPLow_1m_Mb,windAlg.Dir_2m,windAlg.Spd_2m_kt,ALgt_1m_cd/m2
2023-02-04 00:00:15,4.1,268,,0.9,3768,4.0,265,239.0,285.0,6.1,26.2,25.8,97.3,1008.1,1007.9,1007.8,9380,9000,9380,9680,,M,M,,,0,FEW160,,,,BR,26.2,97.3,,268,4.1,3768
2023-02-04 00:01:15,3.7,262,,1.1,3915,3.9,265,239.0,285.0,6.0,26.3,25.8,97.0,1008.1,1008.0,1007.8,8820,9000,8820,9680,,M,M,,,0,FEW160,,,,BR,26.3,97.0,,262,3.7,3915
2023-02-04 00:02:15,3.1,259,,1.1,3974,3.8,265,239.0,285.0,5.5,26.4,25.9,96.8,1008.5,1008.0,1007.8,9680,9000,8820,9680,,M,M,,,0,FEW160,,,,BR,26.4,96.8,,259,3.1,3974
2023-02-04 00:03:15,4.0,253,,1.8,3958,3.9,263,234.0,285.0,5.5,26.5,26.0,96.6,1008.5,1008.0,1007.8,9680,9000,8820,9680,,M,M,,,0,FEW160,,,,BR,26.5,96.6,,253,4.0,3958
2023-02-04 00:04:15,4.3,245,,2.5,3940,4.0,261,234.0,285.0,5.5,26.6,26.0,96.4,1008.5,1008.0,1007.8,9680,9000,8820,9680,,M,M,,,0,FEW160,,,,BR,26.6,96.4,,245,4.3,3940
2023-02-04 00:05:15,4.9,264,,1.4,4083,4.1,263,234.0,298.0,8.8,26.7,26.1,96.1,1008.5,1008.0,1007.9,9680,9000,8820,9680,,M,M,,,0,FEW160,,,,BR,26.7,96.1,,264,4.9,4083
2023-02-04 00:06:15,5.4,279,,0.1,4121,4.2,264,234.0,298.0,8.8,26.8,26.0,95.7,1008.5,1008.0,1007.8,10340,9000,8820,10340,,M,M,,,0,FEW160,,,,BR,26.8,95.7,,279,5.4,4121
2023-02-04 00:07:15,5.1,265,,1.3,4173,4.3,263,234.0,298.0,8.8,26.8,26.0,95.4,1008.5,1008.0,1007.8,9680,9000,8820,10340,,M,M,,,0,NCD,,,,BR,26.8,95.4,,265,5.1,4173
2023-02-04 00:08:15,5.0,263,,1.5,4199,4.4,263,234.0,298.0,8.8,26.8,26.0,95.1,1008.5,1008.0,1007.8,10000,9000,8820,10340,,M,M,,,0,NCD,,,,BR,26.8,95.1,,263,5.0,4199
2023-02-04 00:09:15,4.9,264,,1.4,4243,4.5,262,234.0,298.0,8.8,26.8,26.0,94.9,1008.5,1008.0,1007.8,9680,9000,8820,10340,,M,M,,,0,NCD,,,,BR,26.8,94.9,,264,4.9,4243
2023-02-04 00:10:15,5.1,259,,1.8,4246,4.6,261,234.0,298.0,8.8,26.8,26.0,94.7,1008.5,1008.0,1007.8,10000,9000,8820,10340,,M,M,,,0,NCD,,,,BR,26.8,94.7,,259,5.1,4246
2023-02-04 00:11:15,5.0,268,,1.0,4282,4.8,263,234.0,298.0,8.8,26.8,26.0,94.6,1008.5,1008.0,1007.8,10710,9000,8820,10710,,M,M,,,0,NCD,,,,BR,26.8,94.6,,268,5.0,4282
2023-02-04 00:12:15,4.7,273,,0.6,4350,4.9,264,234.0,298.0,8.8,26.9,26.0,94.7,1008.5,1008.0,1007.9,10340,9000,9680,10710,,M,M,,,0,NCD,,,,BR,26.9,94.7,,273,4.7,4350
2023-02-04 00:13:15,5.0,270,,0.9,4421,5.0,266,235.0,298.0,8.8,26.9,26.0,94.7,1008.5,1008.0,1007.9,10710,9999,9680,10710,,M,M,,,0,NCD,,,,None,26.9,94.7,,270,5.0,4421
2023-02-04 00:14:15,4.7,268,,1.0,4503,5.0,268,240.0,298.0,8.8,27.0,26.1,94.6,1008.5,1008.0,1007.9,11110,9999,9680,11110,,M,M,,,0,NCD,,,,None,27.0,94.6,,268,4.7,4503
2023-02-04 00:15:15,4.5,276,,0.4,4647,4.9,268,240.0,290.0,7.1,27.0,26.1,94.6,1008.5,1008.0,1007.9,10710,9999,9680,11110,,M,M,,,0,NCD,,,,None,27.0,94.6,,276,4.5,4647
2023-02-04 00:16:15,4.9,282,,0.2,4733,4.9,269,240.0,290.0,6.8,27.1,26.2,94.6,1008.5,1008.0,1007.9,10340,9999,9680,11110,,M,M,,,0,NCD,,,,None,27.1,94.6,,282,4.9,4733
2023-02-04 00:17:15,4.9,280,,0.0,4806,4.9,271,250.0,290.0,6.8,27.1,26.2,94.3,1008.5,1008.0,1007.9,10000,9999,9680,11110,,M,M,,,0,NCD,,,,None,27.1,94.3,,280,4.9,4806
2023-02-04 00:18:15,5.4,280,,0.0,4940,4.9,272,250.0,290.0,6.8,27.2,26.2,94.3,1008.5,1008.0,1007.9,10340,9999,9680,11110,,M,M,,,0,NCD,,,,None,27.2,94.3,,280,5.4,4940
