date (yyyy-MM-dd HH:mm:ss),windAlg.Spd_2m_kt,windAlg.Dir_2m,windAlg.GustAv_10m_kt,windAlg.SpdX_2m_kt,ALgt_1m_cd/m2,windAlg.Spd_10m_kt,windAlg.Dir_10m,windAlg.DirCCw_10m,windAlg.DirCw_10m,windAlg.Peak_10m_kt,zenoAlg.AT_5m_C,zenoAlg.DP_5m_C,zenoAlg.RH_5m,baroAlg.QNH_1m_mb,baroAlg.QFE_1m_mb,baroAlg.BPLow_1m_mb,visiAlg.F_Vis_1m_m,visiAlg.F_Vis_10m_m,visiAlg.VisMn_10m_m,visiAlg.VisMx_10m_m,runway,touchdown.message,rollout.message,touchdown.edge,touchdown.center,ceilAlg.Base_30s_ft,ceilAlg.layer1_report,ceilAlg.layer2_report,ceilAlg.layer3_report,ceilAlg.layer4_report,visiAlg.PW_METAR,zenoAlg.AT_5m_C,zenoAlg.RH_5m,baroAlg.BPLow_1m_Mb,windAlg.Dir_2m,windAlg.Spd_2m_kt,ALgt_1m_cd/m2
2022-12-05 00:00:15,2.6,216,,2.3,,1.1,171,1.0,241.0,3.5,27.7,24.9,84.2,1009.5,1009.1,1008.9,,,,,,,,,,,,,,,,27.7,84.2,,216,2.6,
2022-12-05 00:01:15,2.6,209,,2.5,,1.3,188,45.0,1.0,3.5,27.7,25.1,84.9,1009.5,1009.1,1009.0,,,,,,,,,,,,,,,,27.7,84.9,,209,2.6,
2022-12-05 00:02:15,2.1,213,,1.9,,1.5,200,51.0,1.0,3.5,27.7,25.3,86.1,1009.5,1009.2,1009.0,,,,,,,,,,,,,,,,27.7,86.1,,213,2.1,
2022-12-05 00:03:15,2.0,212,,1.9,,1.7,200,63.0,1.0,3.5,27.7,25.4,87.1,1009.5,1009.2,1009.0,,,,,,,,,,,,,,,,27.7,87.1,,212,2.0,
2022-12-05 00:04:15,1.8,196,,1.8,,1.8,203,155.0,241.0,3.5,27.6,25.5,87.8,1009.5,1009.2,1009.1,,,,,,,,,,,,,,,,27.6,87.8,,196,1.8,
2022-12-05 00:05:15,1.7,182,,1.7,,1.9,202,155.0,241.0,3.5,27.6,25.5,88.0,1009.5,1009.2,1009.1,,,,,,,,,,,,,,,,27.6,88.0,,182,1.7,
2022-12-05 00:06:15,1.9,185,,1.9,,2.0,204,170.0,241.0,3.5,27.6,25.6,88.3,1009.5,1009.3,1009.1,,,,,,,,,,,,,,,,27.6,88.3,,185,1.9,
2022-12-05 00:07:15,2.0,193,,2.0,,2.1,203,170.0,241.0,3.5,27.6,25.6,87.9,1009.5,1009.3,1009.1,,,,,,,,,,,,,,,,27.6,87.9,,193,2.0,
2022-12-05 00:08:15,2.0,194,,2.0,,2.1,201,169.0,241.0,3.5,27.7,25.7,87.9,1009.5,1009.3,1009.2,,,,,,,,,,,,,,,,27.7,87.9,,194,2.0,
2022-12-05 00:09:15,2.4,186,,2.4,,2.1,196,169.0,239.0,3.5,27.8,25.8,88.0,1009.8,1009.3,1009.2,,,,,,,,,,,,,,,,27.8,88.0,,186,2.4,
2022-12-05 00:10:15,3.0,175,,2.8,,2.2,192,149.0,239.0,4.0,27.9,25.9,88.2,1009.8,1009.3,1009.2,,,,,,,,,,,,,,,,27.9,88.2,,175,3.0,
2022-12-05 00:11:15,3.2,154,,2.6,,2.3,186,135.0,239.0,4.1,27.9,26.0,88.4,1009.8,1009.4,1009.2,,,,,,,,,,,,,,,,27.9,88.4,,154,3.2,
2022-12-05 00:12:15,2.9,151,,2.3,,2.3,180,131.0,228.0,4.1,28.0,26.1,88.9,1009.8,1009.4,1009.2,,,,,,,,,,,,,,,,28.0,88.9,,151,2.9,
2022-12-05 00:13:15,1.8,162,,1.6,,2.2,176,131.0,228.0,4.1,28.1,26.2,89.3,1009.8,1009.4,1009.2,,,,,,,,,,,,,,,,28.1,89.3,,162,1.8,
2022-12-05 00:14:15,1.6,158,,1.4,,2.3,173,131.0,228.0,4.1,28.1,26.3,89.4,1009.8,1009.4,1009.3,,,,,,,,,,,,,,,,28.1,89.4,,158,1.6,
2022-12-05 00:15:15,2.7,153,,2.2,,2.4,170,131.0,228.0,4.2,28.2,26.4,89.2,1009.8,1009.4,1009.3,,,,,,,,,,,,,,,,28.2,89.2,,153,2.7,
