date (yyyy-MM-dd HH:mm:ss),windAlg.Spd_2m_kt,windAlg.Dir_2m,windAlg.GustAv_10m_kt,windAlg.SpdX_2m_kt,ALgt_1m_cd/m2,windAlg.Spd_10m_kt,windAlg.Dir_10m,windAlg.DirCCw_10m,windAlg.DirCw_10m,windAlg.Peak_10m_kt,zenoAlg.AT_5m_C,zenoAlg.DP_5m_C,zenoAlg.RH_5m,baroAlg.QNH_1m_mb,baroAlg.QFE_1m_mb,baroAlg.BPLow_1m_mb,visiAlg.F_Vis_1m_m,visiAlg.F_Vis_10m_m,visiAlg.VisMn_10m_m,visiAlg.VisMx_10m_m,runway,touchdown.message,rollout.message,touchdown.edge,touchdown.center,ceilAlg.Base_30s_ft,ceilAlg.layer1_report,ceilAlg.layer2_report,ceilAlg.layer3_report,ceilAlg.layer4_report,visiAlg.PW_METAR,zenoAlg.AT_5m_C,zenoAlg.RH_5m,baroAlg.BPLow_1m_Mb,windAlg.Dir_2m,windAlg.Spd_2m_kt,ALgt_1m_cd/m2
2023-01-03 00:00:15,6.8,231,,5.1,4071,6.3,237,217.0,258.0,8.7,26.0,25.8,99.1,1010.2,1009.9,1009.9,19070,9999,19070,20000,,P2000,P2000,0,0,0,NCD,,,,None,26.0,99.1,,231,6.8,4071
2023-01-03 00:01:15,6.1,237,,4.2,4037,6.3,238,217.0,258.0,8.7,26.0,25.8,99.1,1010.2,1009.9,1009.9,20000,9999,19070,20000,,P2000,P2000,0,0,0,NCD,,,,None,26.0,99.1,,237,6.1,4037
2023-01-03 00:02:15,5.8,248,,3.1,4054,6.1,239,217.0,271.0,8.7,26.0,25.9,99.1,1010.2,1009.9,1009.8,19940,9999,19070,20000,,P2000,P2000,0,0,0,NCD,,,,None,26.0,99.1,,248,5.8,4054
2023-01-03 00:03:15,5.9,247,,3.2,3996,6.1,239,217.0,271.0,8.7,26.0,25.9,99.1,1010.2,1009.9,1009.9,18860,9999,18860,20000,,P2000,P2000,0,0,0,NCD,,,,None,26.0,99.1,,247,5.9,3996
2023-01-03 00:04:15,6.0,237,,4.1,4016,6.2,239,217.0,271.0,8.7,26.1,25.9,99.0,1010.2,1009.9,1009.9,18950,9999,18860,20000,,P2000,P2000,0,0,0,NCD,,,,None,26.1,99.0,,237,6.0,4016
2023-01-03 00:05:15,5.8,241,,3.7,3969,6.1,240,223.0,271.0,8.7,26.1,25.9,99.0,1010.2,1009.9,1009.9,20000,9999,18860,20000,,P2000,P2000,0,0,0,NCD,,,,None,26.1,99.0,,241,5.8,3969
2023-01-03 00:06:15,6.1,245,,3.5,3927,6.2,241,223.0,271.0,8.7,26.1,25.9,98.8,1010.2,1009.9,1009.9,19480,9999,18860,20000,,P2000,P2000,0,0,0,NCD,,,,None,26.1,98.8,,245,6.1,3927
2023-01-03 00:07:15,5.4,242,,3.3,3916,6.1,241,223.0,271.0,8.7,26.1,25.9,98.7,1010.2,1009.9,1009.9,18760,9999,18760,20000,,P2000,P2000,0,0,0,NCD,,,,None,26.1,98.7,,242,5.4,3916
2023-01-03 00:08:15,5.2,238,,3.5,3876,6.0,240,223.0,271.0,8.2,26.2,25.9,98.6,1010.2,1009.9,1009.9,19710,9999,18760,20000,,P2000,P2000,0,0,0,NCD,,,,None,26.2,98.6,,238,5.2,3876
2023-01-03 00:09:15,6.2,236,,4.3,3886,5.9,240,223.0,271.0,7.9,26.2,25.9,98.4,1010.2,1009.9,1009.9,19640,9999,18760,20000,,P2000,P2000,0,0,0,NCD,,,,None,26.2,98.4,,236,6.2,3886
