date (yyyy-MM-dd HH:mm:ss),windAlg.Spd_2m_kt,windAlg.Dir_2m,windAlg.GustAv_10m_kt,windAlg.SpdX_2m_kt,ALgt_1m_cd/m2,windAlg.Spd_10m_kt,windAlg.Dir_10m,windAlg.DirCCw_10m,windAlg.DirCw_10m,windAlg.Peak_10m_kt,zenoAlg.AT_5m_C,zenoAlg.DP_5m_C,zenoAlg.RH_5m,baroAlg.QNH_1m_mb,baroAlg.QFE_1m_mb,baroAlg.BPLow_1m_mb,visiAlg.F_Vis_1m_m,visiAlg.F_Vis_10m_m,visiAlg.VisMn_10m_m,visiAlg.VisMx_10m_m,runway,touchdown.message,rollout.message,touchdown.edge,touchdown.center,ceilAlg.Base_30s_ft,ceilAlg.layer1_report,ceilAlg.layer2_report,ceilAlg.layer3_report,ceilAlg.layer4_report,visiAlg.PW_METAR,zenoAlg.AT_5m_C,zenoAlg.RH_5m,baroAlg.BPLow_1m_Mb,windAlg.Dir_2m,windAlg.Spd_2m_kt,ALgt_1m_cd/m2
2022-12-08 00:00:15,4.7,137,,2.8,,3.5,136,103.0,162.0,6.3,28.8,26.0,85.1,1009.1,1008.8,1008.6,,,,,,,,,,,,,,,,28.8,85.1,,137,4.7,
2022-12-08 00:01:15,4.6,140,,3.0,,3.7,137,103.0,162.0,6.3,28.8,25.9,84.3,1009.1,1008.8,1008.6,,,,,,,,,,,,,,,,28.8,84.3,,140,4.6,
2022-12-08 00:02:15,5.5,136,,3.2,,4.1,138,111.0,162.0,6.9,28.9,25.7,83.1,1009.1,1008.8,1008.6,,,,,,,,,,,,,,,,28.9,83.1,,136,5.5,
2022-12-08 00:03:15,6.2,133,,3.4,,4.4,138,111.0,162.0,7.0,28.9,25.4,82.0,1009.1,1008.8,1008.7,,,,,,,,,,,,,,,,28.9,82.0,,133,6.2,
2022-12-08 00:04:15,6.4,133,,3.5,,4.7,138,111.0,162.0,7.1,28.9,25.3,81.0,1009.1,1008.9,1008.7,,,,,,,,,,,,,,,,28.9,81.0,,133,6.4,
2022-12-08 00:05:15,5.8,138,,3.6,,4.9,138,111.0,162.0,7.1,29.0,25.3,80.6,1009.1,1008.9,1008.7,,,,,,,,,,,,,,,,29.0,80.6,,138,5.8,
2022-12-08 00:06:15,4.8,138,,3.0,,5.0,137,111.0,154.0,7.1,29.0,25.4,80.5,1009.1,1008.9,1008.8,,,,,,,,,,,,,,,,29.0,80.5,,138,4.8,
2022-12-08 00:07:15,4.1,140,,2.6,,5.0,137,111.0,159.0,7.1,29.0,25.5,80.7,1009.1,1008.9,1008.8,,,,,,,,,,,,,,,,29.0,80.7,,140,4.1,
2022-12-08 00:08:15,4.1,153,,3.3,,5.1,139,111.0,168.0,7.1,29.0,25.5,81.0,1009.1,1008.9,1008.8,,,,,,,,,,,,,,,,29.0,81.0,,153,4.1,
2022-12-08 00:09:15,4.8,164,,4.3,,5.1,143,123.0,175.0,7.1,29.1,25.5,80.8,1009.1,1008.9,1008.8,,,,,,,,,,,,,,,,29.1,80.8,,164,4.8,
2022-12-08 00:10:15,4.9,170,,4.6,,5.1,146,123.0,179.0,7.1,29.1,25.4,80.2,1009.1,1008.9,1008.8,,,,,,,,,,,,,,,,29.1,80.2,,170,4.9,
2022-12-08 00:11:15,4.2,166,,3.8,,5.0,148,123.0,179.0,7.1,29.2,25.3,79.6,1009.1,1008.9,1008.8,,,,,,,,,,,,,,,,29.2,79.6,,166,4.2,
