date (yyyy-MM-dd HH:mm:ss),windAlg.Spd_2m_kt,windAlg.Dir_2m,windAlg.GustAv_10m_kt,windAlg.SpdX_2m_kt,ALgt_1m_cd/m2,windAlg.Spd_10m_kt,windAlg.Dir_10m,windAlg.DirCCw_10m,windAlg.DirCw_10m,windAlg.Peak_10m_kt,zenoAlg.AT_5m_C,zenoAlg.DP_5m_C,zenoAlg.RH_5m,baroAlg.QNH_1m_mb,baroAlg.QFE_1m_mb,baroAlg.BPLow_1m_mb,visiAlg.F_Vis_1m_m,visiAlg.F_Vis_10m_m,visiAlg.VisMn_10m_m,visiAlg.VisMx_10m_m,runway,touchdown.message,rollout.message,touchdown.edge,touchdown.center,ceilAlg.Base_30s_ft,ceilAlg.layer1_report,ceilAlg.layer2_report,ceilAlg.layer3_report,ceilAlg.layer4_report,visiAlg.PW_METAR,zenoAlg.AT_5m_C,zenoAlg.RH_5m,baroAlg.BPLow_1m_Mb,windAlg.Dir_2m,windAlg.Spd_2m_kt,ALgt_1m_cd/m2
2023-02-28 00:00:15,5.3,262,,1.6,1774,6.0,266,251.0,278.0,8.2,25.4,25.4,100.0,1011.2,1010.7,1010.7,13600,9999,12660,14020,,M,M,,,14933,OVC150,,,,None,25.4,100.0,,262,5.3,1774
2023-02-28 00:01:15,4.7,264,,1.3,1816,6.0,266,251.0,278.0,8.2,25.4,25.4,100.0,1011.2,1010.7,1010.7,13560,9999,12820,14020,,M,M,,,999,OVC150,,,,None,25.4,100.0,,264,4.7,1816
2023-02-28 00:02:15,5.0,264,,1.4,1857,6.0,266,251.0,278.0,8.2,25.4,25.4,100.0,1011.2,1010.8,1010.7,13510,9999,12820,14020,,M,M,,,836,FEW008,OVC150,,,None,25.4,100.0,,264,5.0,1857
2023-02-28 00:03:15,4.8,261,,1.6,1899,5.7,265,242.0,278.0,8.1,25.4,25.4,100.0,1011.2,1010.8,1010.7,13540,9999,12870,14020,,M,M,,,15146,FEW008,OVC150,,,None,25.4,100.0,,261,4.8,1899
2023-02-28 00:04:15,4.7,261,,1.5,1943,5.6,264,242.0,278.0,8.1,25.5,,100.0,1011.2,1010.8,1010.7,13720,9999,12990,14020,,M,M,,,1344,FEW008,OVC150,,,None,25.5,100.0,,261,4.7,1943
2023-02-28 00:05:15,4.7,259,,1.7,1990,5.3,263,238.0,278.0,8.1,25.5,25.4,100.0,1011.2,1010.8,1010.7,13920,9999,13390,14020,,M,M,,,999,FEW008,OVC150,,,None,25.5,100.0,,259,4.7,1990
2023-02-28 00:06:15,4.4,256,,1.8,2041,5.1,262,238.0,278.0,8.1,25.5,25.4,100.0,1011.2,1010.8,1010.7,13470,9999,13470,14020,,M,M,,,1114,FEW008,OVC150,,,None,25.5,100.0,,256,4.4,2041
2023-02-28 00:07:15,5.0,256,,2.0,2091,5.0,261,238.0,278.0,7.3,25.6,25.6,100.0,1011.2,1010.8,1010.7,13470,9999,13470,14020,,M,M,,,540,FEW008,SCT014,OVC150,,None,25.6,100.0,,256,5.0,2091
2023-02-28 00:08:15,5.5,257,,2.1,2147,5.0,260,238.0,278.0,7.3,25.6,,100.0,1011.2,1010.8,1010.7,13960,9999,13470,14020,,M,M,,,836,FEW008,SCT012,OVC150,,None,25.6,100.0,,257,5.5,2147
2023-02-28 00:09:15,5.5,257,,2.1,2204,4.9,259,238.0,276.0,7.2,25.7,25.7,100.0,1011.2,1010.8,1010.7,14040,9999,13470,14040,,M,M,,,14998,FEW008,SCT012,OVC150,,None,25.7,100.0,,257,5.5,2204
2023-02-28 00:10:15,5.8,257,,2.3,2262,5.1,259,238.0,276.0,7.2,25.7,25.7,100.0,1011.2,1010.8,1010.8,14270,9999,13470,14270,,M,M,,,15384,FEW008,SCT012,OVC150,,None,25.7,100.0,,257,5.8,2262
2023-02-28 00:11:15,6.3,252,,3.0,2317,5.3,257,238.0,276.0,7.5,25.7,25.7,100.0,1011.2,1010.8,1010.8,14040,9999,13470,14270,,M,M,,,15457,FEW008,SCT012,OVC150,,None,25.7,100.0,,252,6.3,2317
2023-02-28 00:12:15,6.1,253,,2.8,2372,5.3,257,238.0,269.0,7.5,25.8,25.8,100.0,1011.2,1010.8,1010.8,14580,9999,13470,14580,,M,M,,,15031,FEW008,SCT012,OVC150,,None,25.8,100.0,,253,6.1,2372
2023-02-28 00:13:15,5.2,257,,2.0,2429,5.3,256,238.0,275.0,7.5,25.8,,100.0,1011.2,1010.9,1010.8,14160,9999,13470,14580,,M,M,,,15097,FEW008,SCT012,OVC150,,None,25.8,100.0,,257,5.2,2429
2023-02-28 00:14:15,4.9,257,,1.9,2479,5.3,256,238.0,275.0,7.5,25.8,25.8,100.0,1011.2,1010.9,1010.8,14630,9999,13470,14630,,M,M,,,15326,SCT010,OVC150,,,None,25.8,100.0,,257,4.9,2479
2023-02-28 00:15:15,5.9,259,,2.1,2549,5.6,256,241.0,275.0,7.9,25.9,25.9,100.0,1011.2,1010.9,1010.8,14520,9999,13470,14630,,M,M,,,0,FEW008,SCT012,OVC150,,None,25.9,100.0,,259,5.9,2549
2023-02-28 00:16:15,6.5,260,,2.2,2564,5.8,256,241.0,275.0,7.9,25.9,25.9,100.0,1011.2,1010.9,1010.9,15020,9999,13470,15020,,M,M,,,0,FEW008,SCT012,BKN150,,None,25.9,100.0,,260,6.5,2564
2023-02-28 00:17:15,5.7,263,,1.7,2605,5.7,257,241.0,279.0,7.9,25.9,25.9,100.0,1011.2,1010.9,1010.9,15370,9999,13470,15370,,M,M,,,754,FEW008,SCT012,BKN150,,None,25.9,100.0,,263,5.7,2605
2023-02-28 00:18:15,6.7,265,,1.7,2650,6.0,258,241.0,279.0,9.9,26.0,26.0,100.0,1011.2,1011.0,1010.9,15780,9999,14040,15780,,M,M,,,639,FEW008,SCT012,BKN150,,None,26.0,100.0,,265,6.7,2650
2023-02-28 00:19:15,6.9,264,,1.9,2715,6.0,259,241.0,279.0,9.9,26.0,26.0,100.0,1011.2,1011.0,1010.9,15250,9999,14040,15780,,M,M,,,770,FEW008,SCT012,BKN150,,None,26.0,100.0,,264,6.9,2715
2023-02-28 00:20:15,5.9,262,,1.8,2807,6.0,259,241.0,279.0,9.9,26.0,26.0,100.0,1011.2,1011.0,1010.9,15340,9999,14040,15780,,M,M,,,0,FEW008,SCT012,BKN150,,None,26.0,100.0,,262,5.9,2807
2023-02-28 00:21:15,6.6,261,,2.1,2901,6.1,261,241.0,279.0,9.9,26.1,26.1,100.0,1011.2,1011.0,1010.9,14960,9999,14160,15780,,M,M,,,655,FEW008,SCT012,BKN150,,None,26.1,100.0,,261,6.6,2901
2023-02-28 00:22:15,6.3,263,,1.9,2999,6.1,261,241.0,279.0,9.9,26.2,26.2,100.0,1011.2,1011.0,1011.0,16000,9999,14160,16000,,M,M,,,14916,FEW008,SCT012,BKN150,,None,26.2,100.0,,263,6.3,2999
2023-02-28 00:23:15,6.4,265,,1.7,3042,6.3,263,246.0,279.0,9.9,26.2,26.2,100.0,1011.5,1011.0,1011.0,15130,9999,14520,16000,,M,M,,,14867,FEW008,SCT012,BKN150,,None,26.2,100.0,,265,6.4,3042
2023-02-28 00:24:15,7.2,265,,1.9,3100,6.5,263,246.0,279.0,9.9,26.3,26.3,100.0,1011.5,1011.0,1011.0,15050,9999,14520,16000,,M,M,,,0,FEW008,SCT012,BKN150,,None,26.3,100.0,,265,7.2,3100
2023-02-28 00:25:15,7.4,262,,2.3,3227,6.6,263,246.0,279.0,9.9,26.3,,100.0,1011.5,1011.0,1011.0,14940,9999,14940,16000,,M,M,,,0,SCT008,SCT012,BKN150,,None,26.3,100.0,,262,7.4,3227
2023-02-28 00:26:15,7.5,263,,2.2,3354,6.7,264,246.0,279.0,9.9,26.3,26.3,100.0,1011.5,1011.1,1011.0,15120,9999,14940,16000,,M,M,,,0,SCT008,SCT012,BKN150,,None,26.3,100.0,,263,7.5,3354
2023-02-28 00:27:15,7.6,268,,1.6,3475,7.0,264,248.0,283.0,9.9,26.4,26.4,100.0,1011.5,1011.1,1011.0,15030,9999,14940,16000,,M,M,,,442,SCT008,SCT012,BKN150,,None,26.4,100.0,,268,7.6,3475
2023-02-28 00:28:15,7.3,269,,1.4,3579,6.9,264,248.0,283.0,9.4,26.4,26.4,100.0,1011.5,1011.0,1011.0,14940,9999,14940,16000,,M,M,,,573,SCT008,SCT012,BKN150,,None,26.4,100.0,,269,7.3,3579
2023-02-28 00:29:15,6.9,264,,1.9,3685,7.0,264,245.0,283.0,9.4,26.5,26.5,100.0,1011.5,1011.0,1011.0,14880,9999,14880,16000,,M,M,,,819,SCT008,SCT012,BKN150,,None,26.5,100.0,,264,6.9,3685
