date (yyyy-MM-dd HH:mm:ss),windAlg.Spd_2m_kt,windAlg.Dir_2m,windAlg.GustAv_10m_kt,windAlg.SpdX_2m_kt,ALgt_1m_cd/m2,windAlg.Spd_10m_kt,windAlg.Dir_10m,windAlg.DirCCw_10m,windAlg.DirCw_10m,windAlg.Peak_10m_kt,zenoAlg.AT_5m_C,zenoAlg.DP_5m_C,zenoAlg.RH_5m,baroAlg.QNH_1m_mb,baroAlg.QFE_1m_mb,baroAlg.BPLow_1m_mb,visiAlg.F_Vis_1m_m,visiAlg.F_Vis_10m_m,visiAlg.VisMn_10m_m,visiAlg.VisMx_10m_m,runway,touchdown.message,rollout.message,touchdown.edge,touchdown.center,ceilAlg.Base_30s_ft,ceilAlg.layer1_report,ceilAlg.layer2_report,ceilAlg.layer3_report,ceilAlg.layer4_report,visiAlg.PW_METAR,zenoAlg.AT_5m_C,zenoAlg.RH_5m,baroAlg.BPLow_1m_Mb,windAlg.Dir_2m,windAlg.Spd_2m_kt,ALgt_1m_cd/m2
2022-12-25 00:00:15,5.9,259,,2.1,1212,5.4,256,242.0,270.0,7.5,25.7,25.7,100.0,1009.1,1008.7,1008.6,7740,8000,7580,8520,,P2000,P2000,3,0,491,FEW004,OVC060,,,BR,25.7,100.0,,259,5.9,1212
2022-12-25 00:01:15,5.9,264,,1.6,1212,5.5,256,242.0,273.0,7.1,25.7,25.7,100.0,1009.1,1008.7,1008.6,8120,8000,7580,8520,,P2000,P2000,3,0,426,FEW004,OVC060,,,BR,25.7,100.0,,264,5.9,1212
2022-12-25 00:02:15,5.6,264,,1.5,1201,5.5,257,242.0,273.0,7.1,25.8,25.8,100.0,1009.1,1008.7,1008.6,7920,8000,7580,8520,,P2000,P2000,3,0,6179,SCT004,OVC060,,,BR,25.8,100.0,,264,5.6,1201
2022-12-25 00:03:15,5.3,260,,1.8,1225,5.6,257,244.0,273.0,7.5,25.8,25.8,100.0,1009.1,1008.7,1008.7,7450,7000,7450,8520,,P2000,P2000,3,0,6130,SCT004,OVC060,,,BR,25.8,100.0,,260,5.3,1225
2022-12-25 00:04:15,5.6,263,,1.6,1225,5.6,258,244.0,276.0,7.5,25.8,25.8,100.0,1009.1,1008.7,1008.7,7400,7000,7400,8520,,P2000,P2000,3,0,458,SCT004,OVC060,,,BR,25.8,100.0,,263,5.6,1225
2022-12-25 00:05:15,5.9,261,,1.9,1235,5.7,258,244.0,276.0,7.6,25.8,25.8,100.0,1009.1,1008.7,1008.7,7620,7000,7400,8520,,P2000,P2000,3,0,6147,SCT004,OVC060,,,BR,25.8,100.0,,261,5.9,1235
2022-12-25 00:06:15,6.6,256,,2.7,1250,5.9,259,242.0,276.0,7.8,25.8,25.8,100.0,1009.1,1008.8,1008.7,6880,7000,6880,8520,,P2000,P2000,3,0,3819,SCT004,OVC060,,,BR,25.8,100.0,,256,6.6,1250
2022-12-25 00:07:15,7.2,256,,2.9,1239,6.0,259,242.0,276.0,8.1,25.8,25.8,100.0,1009.1,1008.8,1008.7,7390,7000,6880,8130,,P2000,P2000,3,0,786,SCT004,SCT037,OVC060,,BR,25.8,100.0,,256,7.2,1239
2022-12-25 00:08:15,6.8,259,,2.4,1257,6.1,260,242.0,276.0,8.1,25.8,25.8,100.0,1009.1,1008.8,1008.7,7930,7000,6880,8120,,P2000,P2000,3,0,3868,SCT004,SCT037,OVC060,,BR,25.8,100.0,,259,6.8,1257
2022-12-25 00:09:15,6.8,263,,2.0,1266,6.2,261,242.0,276.0,8.3,25.8,25.8,100.0,1009.1,1008.8,1008.7,7450,7000,6880,8120,,P2000,P2000,3,0,3868,SCT004,SCT037,OVC060,,-RA,25.8,100.0,,263,6.8,1266
